#,"ML #",St,"Current Price","List Price","Sale Price",Address,"Zip Code","Owner Zip Code","Beds Total","Baths Total","Sq Ft Total",Type,"Assessed Value","Basement Description","Additional Exterior Features","Additional Interior Features","Additional Rooms","Additional Structures","Attic Description","Change Date","Chng Info",City,"City Village Tax","Close Date","Closed Date Received","Chng Type","Contract Date",DOM,"Driveway Description","Expiration Date","Floor Description","Garage Description","Heating Fuel Description","Furnished YN","List Date","Listing Type","Lot Dimensions Depth","Lot Dimensions Frontage","Lot Information",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country
1001,B471116,S,"$124,000","$129,900","$124,000","222 Temple DR",14225,14225,3,1.0,"1,336",RES,"$105,000",Full,"Garage Door Opener, Partially Fenced Yard, Patio","Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","1st Floor Bedroom, Foyer/Entry Hall, Laundry-Basement, Living Room",,"Scuttle Access",,NEW,Cheektowaga,$0,06/26/2015,06/29/2015,,04/08/2015,6,Concrete,,"Hardwood-Some, Linoleum/Vinyl, Tile-Some, Wall To Wall Carpet-Some",Attached,Gas,,04/02/2015,"Exclusive Right To Sell",106,56,"Neighborhood Street",42.924669,-78.726883,1,range_interpolation,222,"Temple Dr",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B468418,S,"$123,000","$124,900","$123,000","84 Castlewood DR",14227,14227,3,1.0,"1,024",RES,"$110,000",Full,"Cable TV Available, Fully Fenced Yard, Garage Door Opener, High Speed Internet, Patio, Private Yard - see Remarks, Storage","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Sump Pump","Porch - Open",Shed,"Crawl Space, Scuttle Access",,NEW,Cheektowaga,$0,04/22/2015,04/29/2015,,02/13/2015,2,Concrete,,"Hardwood-Some, Linoleum/Vinyl",Attached,Gas,,02/11/2015,"Exclusive Right To Sell",112,55,"Neighborhood Street",42.876883,-78.712517,1,range_interpolation,84,"Castlewood Dr",Buffalo,NY,"Erie County",14227,"Erie County"
1001,B480786,S,"$122,570","$120,000","$122,570","137 Wallace AVE",14227,14227,3,2.0,"1,153",RES,"$79,800","Partially Finished","Deck, Fully Fenced Yard, Garage Door Opener, Storage","Attic Fan, Cedar Closets, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Sliding Glass Door, Sump Pump, Wet Bar","1st Floor Bedroom, Basement / Rec Room, Foyer/Entry Hall, Laundry-Basement, Porch - Open, Workshop",,"Crawl Space",,NEW,Cheektowaga,$0,10/22/2015,10/22/2015,,08/11/2015,22,Concrete,,"Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some",Detached,Gas,,07/20/2015,"Exclusive Right To Sell",110,51,"Primary Road",42.899368,-78.777991,1,range_interpolation,137,"Wallace Ave",Buffalo,NY,"Erie County",14227,"Erie County"
1001,B484042,S,"$122,500","$125,000","$122,500","23 Woodland TER",14225,14225,3,1.0,"1,156",RES,"$105,000","Full, Partially Finished","Cable TV Available, Deck, Fully Fenced Yard, High Speed Internet","Cedar Closets, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","1st Floor Bedroom, Basement / Rec Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Porch - Open",,"Scuttle Access",,NEW,Cheektowaga,$0,11/06/2015,11/09/2015,,09/06/2015,7,Concrete,,"Ceramic-Some, Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some",Detached,Gas,,08/30/2015,"Exclusive Right To Sell",164,50,"Near Bus Line, Neighborhood Street",42.936918,-78.778623,1,range_interpolation,23,"Woodland Ter",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B485889,S,"$122,007","$114,900","$122,007","478 Beach",14225,14225,3,2.0,"1,288",RES,"$86,900","Finished, Full","Garage Door Opener, Patio, Private Yard - see Remarks, Thermal Windows - Some","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sump Pump","1st Floor Bedroom, Basement / Rec Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Porch - Screened",Shed,"Crawl Space",,NEW,Cheektowaga,$0,12/16/2015,01/08/2016,,10/03/2015,8,Blacktop,,"Ceramic-Some, Hardwood-Some",Detached,Gas,,09/25/2015,"Exclusive Right To Sell",254,60,"Near Bus Line, Neighborhood Street",42.908947,-78.750031,0.27,place,,,Cheektowaga,NY,"Erie County",14225,"Erie County"
1001,B470341,S,"$121,500","$125,000","$121,500","73 Cheekwood DR",14227,14227,3,1.0,"1,295",RES,"$110,000",Full,"Garage Door Opener, Partially Fenced Yard, Patio","Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Family Room, Living Room",,"Crawl Space",,NEW,Cheektowaga,$0,06/12/2015,06/16/2015,,04/10/2015,20,Concrete,,"Linoleum/Vinyl, Wall To Wall Carpet-Some",Attached,Gas,,03/21/2015,"Exclusive Right To Sell",115,50,"Neighborhood Street",42.870837,-78.714922,1,range_interpolation,73,"Cheekwood Dr",Buffalo,NY,"Erie County",14227,"Erie County"
1001,B474061,S,"$121,000","$122,900","$121,000","84 W Cherbourg DR",14227,14227,3,1.1,"1,144",RES,"$111,900","Finished, Full","Cable TV Available, Fully Fenced Yard, Garage Door Opener, High Speed Internet, Patio","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Basement / Rec Room, Living Room, Other - See Remarks, Porch - Open, Workshop",Shed,"Crawl Space",,NEW,Cheektowaga,$0,07/28/2015,07/29/2015,,05/10/2015,3,Concrete,,"Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached, Carport",Gas,,05/07/2015,"Exclusive Right To Sell",110,50,"Neighborhood Street",42.873632,-78.735188,1,range_interpolation,84,"W Cherbourg Dr",Buffalo,NY,"Erie County",14227,"Erie County"
1001,B469312,S,"$120,000","$129,900","$120,000","3689 Broadway ST",14227,14227,3,1.0,"1,953",RES,"$96,800",Full,"Cable TV Available","Ceiling Fan, Circuit Breakers - Some, Natural Woodwork - some, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Foyer/Entry Hall, Laundry-Basement, Living Room, Porch - Open",,"Full, Stair Access, Unfinished",,NEW,Cheektowaga,$0,06/15/2015,06/15/2015,,03/08/2015,6,"Blacktop, Double Wide, Turnaround",,"Tile-Some, Wall To Wall Carpet-Some",Detached,Gas,,03/02/2015,"Exclusive Right To Sell",989,228,"Other - See Remarks",42.903773,-78.74216,1,range_interpolation,3689,"Broadway St",Buffalo,NY,"Erie County",14227,"Erie County"
1001,B472143,S,"$120,000","$119,900","$120,000","11 Joanne LN",14227,14227,3,1.0,"1,075",RES,"$102,900","Partially Finished","Fully Fenced Yard, Garage Door Opener, Patio, Playset / Swingset","Ceiling Fan, Circuit Breakers - Some, Drapes - Some, Natural Woodwork - some, Sliding Glass Door, Sump Pump","1st Floor Bedroom, Basement / Rec Room, Laundry-Basement",Shed,"Crawl Space",,NEW,Cheektowaga,$0,06/29/2015,07/02/2015,,04/18/2015,2,Concrete,,"Ceramic-Some, Hardwood-Some",Attached,Gas,,04/16/2015,"Exclusive Right To Sell",110,82,"Near Bus Line, Neighborhood Street",42.887471,-78.763246,1,range_interpolation,11,"Joanne Ln",Buffalo,NY,"Erie County",14227,"Erie County"
1001,B476809,S,"$120,000","$122,777","$120,000","52 Meaford RD",14215,14215,3,2.0,"1,449",RES,"$90,800","Full, Slab","Cable TV Available, Garage Door Opener, Patio, Thermal Windows - Some","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Pex Plumbing- Some, Sump Pump","Foyer/Entry Hall, Laundry-Basement, Living Room, Porch - Screened",,"Crawl Space, Scuttle Access",,NEW,Cheektowaga,$0,08/25/2015,08/28/2015,,06/15/2015,11,"Common, Double Wide",,"Ceramic-Some, Laminate-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",Detached,Gas,,06/04/2015,"Exclusive Right To Sell",157,38,"Neighborhood Street",42.9421,-78.79224,1,range_interpolation,52,"Meaford Rd",Buffalo,NY,"Erie County",14215,"Erie County"
1001,B479732,S,"$120,000","$124,800","$120,000","52 Joanne LN",14227,14227,3,1.0,"1,216",RES,"$112,900","Finished, Full","Cable TV Available","Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some","1st Floor Bedroom, Basement / Rec Room, Foyer/Entry Hall, Laundry-Basement, Living Room",,"Crawl Space",,NEW,Cheektowaga,$0,10/20/2015,10/22/2015,,07/20/2015,13,Concrete,,"Hardwood-Some, Laminate-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",Attached,Gas,,07/07/2015,"Exclusive Right To Sell",110,55,"Neighborhood Street",42.889414,-78.762419,1,range_interpolation,52,"Joanne Ln",Buffalo,NY,"Erie County",14227,"Erie County"
1001,B478263,S,"$119,900","$119,800","$119,900","14 Princess DR",14225,85255,3,1.0,"1,625",RES,"$106,900","Full, Partial","Deck, Garage Door Opener, High Speed Internet, Partially Fenced Yard","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","1st Floor Bedroom, Basement / Rec Room, Family Room, Living Room, Porch - Open",,Partial,,NEW,Cheektowaga,$0,10/06/2015,10/20/2015,,06/29/2015,7,Concrete,,"Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some",Detached,Gas,,06/22/2015,"Exclusive Right To Sell",115,50,"Near Bus Line, Neighborhood Street",42.942559,-78.758236,1,range_interpolation,14,"Princess Dr",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B478329,S,"$119,780","$117,900","$119,780","124 Evergreen Pl",14225,14225,3,1.1,"1,420",RES,"$81,900","Crawl Space","Fully Fenced Yard, Garage Door Opener","Ceiling Fan, Copper Plumbing - Some, Sliding Glass Door, Sump Pump","Bonus Room, Laundry-1st Floor, Living Room, Porch - Open",,Full,,NEW,Cheektowaga,$0,10/06/2015,10/09/2015,,07/19/2015,28,"Concrete, Parking Area, Turnaround",,"Laminate-Some, Wall To Wall Carpet-Some",Detached,Gas,,06/21/2015,"Exclusive Right To Sell",120,93,"Neighborhood Street",42.922779,-78.760059,1,range_interpolation,124,"Evergreen Pl",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B469627,S,"$119,000","$114,000","$119,000","278 Raymond AVE",14227,14043,3,1.0,"1,107",RES,"$101,000","Full, Partially Finished","Cable TV Available, Fully Fenced Yard, Patio","Circuit Breakers - Some, Copper Plumbing - Some","1st Floor Bedroom, Basement / Rec Room, Laundry-Basement, Living Room",,"Crawl Space",,NEW,Cheektowaga,$0,06/19/2015,07/03/2015,,03/22/2015,12,Concrete,,"Hardwood-Some, Linoleum/Vinyl",Attached,Gas,,03/10/2015,"Exclusive Right To Sell",141,50,"Neighborhood Street",42.89214,-78.765557,1,range_interpolation,278,"Raymond Ave",Buffalo,NY,"Erie County",14227,"Erie County"
1001,B471126,S,"$118,000","$119,900","$118,000","1371 Losson",14043,14043,2,1.1,"3,147",RES,"$100,350",Full,"Other - See Remarks","Circuit Breakers - Some, Copper Plumbing - Some, Other - See Remarks","Other - See Remarks",,"Crawl Space",,NEW,Cheektowaga,$0,05/07/2015,06/15/2015,,04/10/2015,8,Blacktop,,Ceramic-Some,Attached,Gas,,04/02/2015,"Exclusive Right To Sell",267,100,"Near Bus Line",42.879987,-78.707622,1,range_interpolation,1371,"Losson Rd",Depew,NY,"Erie County",14043,"Erie County"
1001,B471655,S,"$118,000","$120,000","$118,000","51 N Transit Hill DR",14043,14043,2,2.0,"1,192",RES,"$115,000",Full,"Cable TV Available, Garage Door Opener, Partially Fenced Yard","Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sump Pump","1st Floor Bedroom, Laundry-1st Floor, Living Room",Shed,"Scuttle Access",,NEW,Cheektowaga,$0,07/20/2015,07/21/2015,,04/27/2015,17,Concrete,,"Hardwood-Some, Laminate-Some, Linoleum/Vinyl",Attached,Gas,,04/10/2015,"Exclusive Right To Sell",110,58,"Neighborhood Street",42.866192,-78.699648,1,range_interpolation,51,"N Transit Hill Dr",Depew,NY,"Erie County",14043,"Erie County"
1001,B472397,S,"$118,000","$112,500","$118,000","354 McNaughton AVE",14225,14225,3,1.1,"1,846",RES,"$99,700",Full,"Cable TV Available, Fully Fenced Yard, Garage Door Opener, Patio","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Security System - Owned, Skylight, Sliding Glass Door, Sump Pump","Family Room, Laundry-Basement, Living Room, Other - See Remarks",Shed,"Crawl Space",,NEW,Cheektowaga,$0,07/27/2015,07/29/2015,,04/25/2015,6,Concrete,,"Ceramic-Some, Laminate-Some, Wall To Wall Carpet-Some",Attached,Gas,,04/19/2015,"Exclusive Right To Sell",136,52,"Near Bus Line, Neighborhood Street",42.91648,-78.771374,1,range_interpolation,354,"McNaughton Ave",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B475404,S,"$118,000","$122,900","$118,000","16 Penwood DR",14227,14227,3,1.0,"1,008",RES,"$111,900","Full, Partially Finished","Fully Fenced Yard, Garage Door Opener, High Speed Internet, Patio","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump, Wet Bar","1st Floor Bedroom, Basement / Rec Room, Laundry-Basement, Living Room",,"Crawl Space",,NEW,Cheektowaga,$0,07/30/2015,07/31/2015,,05/27/2015,6,Blacktop,,"Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",Attached,Gas,,05/21/2015,"Exclusive Right To Sell",120,50,"Neighborhood Street",42.870689,-78.718531,1,range_interpolation,16,"Penwood Dr",Buffalo,NY,"Erie County",14227,"Erie County"
1001,B464334,S,"$117,500","$119,900","$117,500","25 Cathedral LN",14225,14225,4,2.0,"1,536",RES,"$59,200","Full, Partially Finished","Awning, Garage Door Opener","Ceiling Fan, Dry Bar","1st Floor Bedroom, Basement / Rec Room",,"Crawl Space",,NEW,Cheektowaga,$0,01/09/2015,01/28/2015,,11/10/2014,4,Concrete,,"Tile-Some, Wall To Wall Carpet-Some, Wood-Some",Detached,Gas,,11/06/2014,"Exclusive Right To Sell",125,75,"Near Bus Line",42.912297,-78.776617,1,range_interpolation,25,"Cathedral Ln",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B476202,S,"$117,000","$119,900","$117,000","95 Colette AVE",14227,14227,3,2.0,"1,396",RES,"$118,100","Finished, Full","Cable TV Available, Fully Fenced Yard, Garage Door Opener, Patio, Satellite Dish, Wood Screens/Storms-some","Cedar Closets, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Leaded Glass - some, Natural Woodwork - some, Skylight, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Basement / Rec Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Master Bedroom Bath, Workshop",Shed,"Crawl Space",,NEW,Cheektowaga,$0,10/16/2015,10/19/2015,,06/10/2015,11,Concrete,,"Ceramic-Some, Laminate-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",Attached,Gas,,05/30/2015,"Exclusive Right To Sell",105,50,"Neighborhood Street",42.864771,-78.741371,1,range_interpolation,95,"Collette Ave",Buffalo,NY,"Erie County",14227,"Erie County"
1001,B486022,S,"$117,000","$120,000","$117,000","1181 Cleveland DR",14225,14225,3,1.0,"1,204",RES,"$90,000",Full,"Cable TV Available, Garage Door Opener, High Speed Internet, Partially Fenced Yard, Satellite Dish, Thermal Windows - Some","Cedar Closets, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Pex Plumbing- Some, Sump Pump","1st Floor Bedroom, Foyer/Entry Hall, Laundry-Basement, Living Room, Porch - Open",Shed,"Crawl Space, Scuttle Access",,NEW,Cheektowaga,$0,12/16/2015,12/28/2015,,10/07/2015,9,Concrete,,"Ceramic-Some, Hardwood-Some, Tile-Some",Detached,Gas,,09/28/2015,"Exclusive Right To Sell",140,55,"Primary Road",42.944687,-78.756317,1,range_interpolation,1181,"Cleveland Dr",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B469333,S,"$116,000","$114,900","$116,000","46 Yvette DR",14227,14227,3,1.1,"1,357",RES,"$106,900","Full, Partially Finished","Cable TV Available, Patio","Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump, Two Story Foyer","Foyer/Entry Hall, Laundry-1st Floor, Living Room, Other - See Remarks",Shed,"Crawl Space",,NEW,Cheektowaga,$0,06/24/2015,07/01/2015,,03/24/2015,20,"Concrete, Double Wide",,"Hardwood-Some, Laminate-Some, Linoleum/Vinyl",Attached,Gas,,03/04/2015,"Exclusive Right To Sell",102,50,"Neighborhood Street",42.866468,-78.745616,1,range_interpolation,46,"Yvette Dr",Buffalo,NY,"Erie County",14227,"Erie County"
1001,B473645,S,"$116,000","$120,000","$116,000","86 Joseph ST",14225,14225,3,1.0,"1,108",RES,"$98,400",Full,"Cable TV Available, High Speed Internet, Other - See Remarks, Partially Fenced Yard, Patio","Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Other - See Remarks, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Basement / Rec Room, Den/Study, Foyer/Entry Hall, Laundry-Basement, Other - See Remarks, Porch - Open",,"Crawl Space",,NEW,Cheektowaga,$0,08/06/2015,09/03/2015,,05/28/2015,26,Concrete,,"Ceramic-Some, Hardwood-Some, Laminate-Some, Linoleum/Vinyl, Other - See Remarks",Detached,Gas,,05/02/2015,"Exclusive Right To Sell",100,50,"Near Bus Line, Other - See Remarks",42.91822,-78.745364,1,range_interpolation,86,"Joseph St",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B471512,S,"$115,957","$110,000","$115,957","17 Christa ST",14225,14225,3,2.0,"1,775",RES,"$56,000",Slab,"Cable TV Available, Fully Fenced Yard","Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Skylight","Den/Study, Laundry-1st Floor, Living Room, Master Bedroom Bath, Morning Room, Possible Additional Bedroom",Shed,"Crawl Space",,NEW,Cheektowaga,$0,07/30/2015,08/26/2015,,04/11/2015,3,Concrete,,"Laminate-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",Detached,Gas,,04/08/2015,"Exclusive Right To Sell",110,90,"Neighborhood Street",42.931579,-78.751751,1,range_interpolation,17,"Christa St",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B470876,S,"$115,500","$117,900","$115,500","26 Laurentian DR",14225,14225,3,1.1,"1,431",RES,"$90,000","Full, Partially Finished","Cable TV Available, Garage Door Opener, Partially Fenced Yard, Patio","Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","1st Floor Bedroom, Basement / Rec Room, Bonus Room, Laundry-Basement, Living Room, Master Bedroom Bath",,"Crawl Space",,NEW,Cheektowaga,$0,07/14/2015,07/27/2015,,04/09/2015,10,Concrete,,"Hardwood-Some, Other - See Remarks",Detached,Gas,,03/30/2015,"Exclusive Right To Sell",125,50,"Near Bus Line, Neighborhood Street",42.926134,-78.763373,1,range_interpolation,26,"Laurentian Dr",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B468345,S,"$115,000","$119,900","$115,000","81 Nassau CT",14225,14225,3,2.0,"1,200",RES,"$93,500","Finished, Full","Garage Door Opener, Partially Fenced Yard","Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","1st Floor Bedroom, Basement / Rec Room, Laundry-Basement, Living Room",Shed,"Pull Down Stairs",,NEW,Cheektowaga,$0,05/06/2015,05/11/2015,,02/23/2015,13,Concrete,,"Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",Attached,Gas,,02/10/2015,"Exclusive Right To Sell",135,43,"Cul De Sac",42.910962,-78.745454,0.6,range_interpolation,81,"Nassau Ct",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B472876,S,"$115,000","$115,000","$115,000","140 Diane DR",14225,14225,3,1.0,"1,040",RES,"$90,600","Full, Partially Finished","Cable TV Available, Partially Fenced Yard","Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sump Pump","1st Floor Bedroom, Basement / Rec Room, Laundry-Basement, Living Room",,"Crawl Space",,NEW,Cheektowaga,$0,08/04/2015,08/05/2015,,05/13/2015,20,Concrete,,"Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some",Detached,Gas,,04/23/2015,"Exclusive Right To Sell",104,56,"Neighborhood Street",42.923945,-78.730806,1,range_interpolation,140,"Diane Dr",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B474174,S,"$115,000","$115,000","$115,000","97 Birkdale RD",14225,14225,3,1.1,"1,400",RES,"$110,000","Full, Partially Finished","Cable TV Available, Fully Fenced Yard, Garage Door Opener, Patio","Attic Fan, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Security System - Owned, Sliding Glass Door, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Basement / Rec Room, Foyer/Entry Hall, Laundry-Basement",Shed,Full,,NEW,Cheektowaga,$0,08/04/2015,08/05/2015,,05/21/2015,13,"Concrete, Double Wide",,"Ceramic-Some, Hardwood-Some, Linoleum/Vinyl, Tile-Some, Wall To Wall Carpet-Some",Attached,Gas,,05/08/2015,"Exclusive Right To Sell",120,86,"Near Bus Line, Neighborhood Street",42.943376,-78.771793,1,range_interpolation,97,"Birkdale Rd",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B475890,S,"$115,000","$115,000","$115,000","228 Hillpine RD",14227,14227,3,1.1,"1,377",RES,"$134,800",Full,"Other - See Remarks","Sump Pump","Porch - Open",,"Scuttle Access",,NEW,Cheektowaga,$0,11/09/2015,11/12/2015,,05/26/2015,0,Blacktop,,"Linoleum/Vinyl, Wall To Wall Carpet-Some",Attached,Gas,,05/26/2015,"Exclusive Right To Sell",120,62,"Other - See Remarks",42.878886,-78.74778,1,range_interpolation,228,"Hillpine Rd",Buffalo,NY,"Erie County",14227,"Erie County"
1001,B477035,S,"$115,000","$125,000","$115,000","174 McNaughton AVE",14225,14225,3,1.0,"1,324",RES,"$89,400",Full,"Garage Door Opener, Partially Fenced Yard","Circuit Breakers - Some, Sump Pump","1st Floor Bedroom, Laundry-Basement",,"Crawl Space",,NEW,Cheektowaga,$0,10/06/2015,10/09/2015,,06/11/2015,3,Concrete,,"Hardwood-Some, Linoleum/Vinyl",Detached,Gas,,06/08/2015,"Exclusive Right To Sell",120,50,"Neighborhood Street",42.913312,-78.77556,1,range_interpolation,174,"McNaughton Ave",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B478918,S,"$115,000","$114,999","$115,000","78 Constance LN",14227,14227,3,2.0,"1,232",RES,"$113,900","Full, Partially Finished","Cable TV Available, Garage Door Opener, Partially Fenced Yard","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Basement / Rec Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Workshop",,"Crawl Space",,NEW,Cheektowaga,$0,09/01/2015,09/03/2015,,07/02/2015,3,Concrete,,"Hardwood-Some, Laminate-Some",Detached,Gas,,06/29/2015,"Exclusive Right To Sell",110,50,"Near Bus Line, Neighborhood Street",42.891392,-78.761319,1,range_interpolation,78,"Constance Ln",Buffalo,NY,"Erie County",14227,"Erie County"
1001,B479761,S,"$115,000","$119,500","$115,000","156 Clearvale DR",14225,,4,2.0,"1,555",RES,"$94,800","Full, Partially Finished","Garage Door Opener, Patio","Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","1st Floor Bedroom, Laundry-Basement, Living Room",,Partial,,NEW,Cheektowaga,$0,09/21/2015,10/01/2015,,07/14/2015,5,Concrete,,"Hardwood-Some, Linoleum/Vinyl",Detached,Gas,,07/09/2015,"Exclusive Right To Sell",112,70,"Neighborhood Street",42.934921,-78.756108,1,range_interpolation,156,"Clearvale Dr",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B480652,S,"$115,000","$115,000","$115,000","93 Milsom AVE",14227,14224,3,1.1,"1,388",RES,"$81,600",Full,"Partially Fenced Yard","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sliding Glass Door, Sump Pump, Whirlpool Tub","1st Floor Bedroom, Family Room, Laundry-1st Floor, Laundry-Basement, Living Room, Porch - Enclosed",,"Crawl Space",,NEW,Cheektowaga,$0,10/01/2015,10/09/2015,,08/14/2015,25,Concrete,,"Ceramic-Some, Laminate-Some, Wall To Wall Carpet-Some",Detached,Gas,,07/20/2015,"Exclusive Right To Sell",102,51,"Neighborhood Street",42.888684,-78.775123,1,range_interpolation,93,"Milsom Ave",Buffalo,NY,"Erie County",14227,"Erie County"
1001,B470121,S,"$114,900","$114,900","$114,900","71 Farmingdale RD",14225,14225,3,2.0,"1,330",RES,"$93,900",Full,"Partially Fenced Yard","Circuit Breakers - Some, Sump Pump","Bonus Room, Florida/Sun Room- Heated, Laundry-Basement",,None,,NEW,Cheektowaga,$0,06/12/2015,06/19/2015,,04/10/2015,24,Concrete,,"Laminate-Some, Wall To Wall Carpet-Some",Detached,Gas,,03/17/2015,"Exclusive Right To Sell",130,50,"Neighborhood Street",42.940348,-78.749212,1,range_interpolation,71,"Farmingdale Rd",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B472506,S,"$114,000","$111,000","$114,000","280 Crandon BLVD",14225,14225,3,1.0,"1,091",RES,"$98,000","Partially Finished","Fully Fenced Yard, Garage Door Opener","Circuit Breakers - Some","Florida/Sun Room- Heated, Laundry-Basement",,"Crawl Space",,NEW,Cheektowaga,$0,07/28/2015,09/14/2015,,05/18/2015,28,Concrete,,"Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some",Detached,Gas,,04/20/2015,"Exclusive Right To Sell",130,52,"Neighborhood Street",42.926249,-78.724616,1,range_interpolation,280,"Crandon Blvd",Buffalo,NY,"Erie County",14225,"Erie County"
1001,B475681,S,"$114,000","$118,000","$114,000","81 Mayberry DR E",14227,14227,2,1.0,"1,144",RES,"$111,000",Full,"Other - See Remarks","Other - See Remarks","1st Floor Bedroom, 1st Floor Master Bedroom, Basement / Rec Room, Family Room",,"Crawl Space",,NEW,Cheektowaga,$0,08/14/2015,09/03/2015,,06/02/2015,8,Concrete,,"Ceramic-Some, Hardwood-Some, Laminate-Some, Tile-Some",Attached,Gas,,05/25/2015,"Exclusive Right To Sell",124,51,"Near Bus Line, Neighborhood Street",42.869836,-78.737951,1,range_interpolation,81,"Mayberry Dr E",Buffalo,NY,"Erie County",14227,"Erie County"
1001,B470939,S,"$113,500","$124,000","$113,500","78 Cresthaven DR",14225,14225,4,2.0,"1,623",RES,"$68,200",Full,"Fully Fenced Yard, Garage Door Opener, Pool-Above Ground, Storage","Circuit Breakers - Some, Copper Plumbing - Some","1st Floor Bedroom",Shed,"Crawl Space",,NEW,Cheektowaga,$0,07/27/2015,07/29/2015,,04/26/2015,26,Blacktop,,"Hardwood-Some, Linoleum/Vinyl, Tile-Some",Detached,Gas,,03/31/2015,"Exclusive Right To Sell",129,49,"Near Bus Line, Neighborhood Street",42.947349,-78.770143,1,range_interpolation,78,"Cresthaven Dr",Buffalo,NY,"Erie County",14225,"Erie County"
